company,industry_code,country,region,industry
Interlink Electronics,6,United States,North America,Business Equipment & Software
Lions Gate Entertainment Corp,12,United States,North America,Other
Orthofix Medical Inc,10,United States,North America,Healthcare
Magal Security Systems Ltd,6,Israel,Other,Business Equipment & Software
EZchip Semiconductor Ltd,6,Israel,Other,Business Equipment & Software
Aldila Inc,1,United States,North America,Consumer Non-Durables
American Safety Razor,3,United States,North America,Manufacturing
Papa John's International Inc,9,United States,North America,Wholesale & Retail
Ryan Energy Technologies Inc,4,Canada,North America,Energy
Gentherm Inc,2,United States,North America,Consumer Durables
Subsea 7 S.A.,4,Luxembourg,Europe,Energy
Trestle Holdings Inc,12,United States,North America,Other
Libbey Inc.,3,United States,North America,Manufacturing
Rexall Sundown Inc,10,United States,North America,Healthcare
FLIR Systems Inc,6,United States,North America,Business Equipment & Software
Healthdyne Technologies Inc,10,United States,North America,Healthcare
Advanced Materials Group Inc,3,United States,North America,Manufacturing
Electroglas Inc,3,United States,North America,Manufacturing
Shiloh Industries Inc,3,United States,North America,Manufacturing
Ypf Sociedad Anonima Yacimientos Petroliferos Fiscales,4,Argentina,Other,Energy
ABT Building Products Corp,12,United States,North America,Other
Delta and Pine Land Co,1,United States,North America,Consumer Non-Durables
Industrial Scientific Corp,6,United States,North America,Business Equipment & Software
AER Energy Resources Inc,11,United States,North America,Finance
Pinnacle Micro Inc,6,United States,North America,Business Equipment & Software
rEVO Biologics Inc,10,United States,North America,Healthcare
Brink's Co (The),12,United States,North America,Other
MRS Technology Inc,3,United States,North America,Manufacturing
Starsight Telecast Inc,11,United States,North America,Finance
Houston Biotechnology Inc,10,United States,North America,Healthcare
WestPoint Stevens Inc.,1,United States,North America,Consumer Non-Durables
Actel Corp,6,United States,North America,Business Equipment & Software
Advanced Surgical Inc,10,United States,North America,Healthcare
Conductus Inc,12,United States,North America,Other
EP Technologies Inc,10,United States,North America,Healthcare
Ralston Purina Co,1,United States,North America,Consumer Non-Durables
ATRM Holdings Inc,12,United States,North America,Other
Ballard Power Systems Inc,6,Canada,North America,Business Equipment & Software
Applied Biometrics Inc,12,China,Asia Pacific,Other
BorgWarner Inc,2,United States,North America,Consumer Durables
Manugistics Group Inc,6,United States,North America,Business Equipment & Software
Full House Resorts Inc,12,United States,North America,Other
Kurzweil Applied Intelligence Inc,6,United States,North America,Business Equipment & Software
SPSS Inc,6,United States,North America,Business Equipment & Software
Level One Communications Inc,6,United States,North America,Business Equipment & Software
XRS Corp,6,United States,North America,Business Equipment & Software
Oxigene Inc,10,United States,North America,Healthcare
Arrowhead Pharmaceuticals Inc,10,United States,North America,Healthcare
Fuel Tech Inc,3,United States,North America,Manufacturing
Advanced Deposition Technology Inc,3,United States,North America,Manufacturing
Credit Suisse Group,11,Switzerland,Europe,Finance
Innovir Laboratories Inc,10,United States,North America,Healthcare
Pairgain Technologies Inc,6,United States,North America,Business Equipment & Software
ARRIS International plc,6,United States,North America,Business Equipment & Software
Keurig Dr Pepper Inc,1,United States,North America,Consumer Non-Durables
NetManage Inc,6,United States,North America,Business Equipment & Software
Sociedad Quimica y Minera de Chile SA Soqimich,5,Chile,Other,Chemicals
Asyst Technologies Inc,3,United States,North America,Manufacturing
Neurex Corp,10,United States,North America,Healthcare
Alaska Airlines Inc,12,United States,North America,Other
Enerflex Ltd,3,Canada,North America,Manufacturing
OroAmerica Inc,2,United States,North America,Consumer Durables
Summa Four Inc,6,United States,North America,Business Equipment & Software
Infinite Group Inc,6,United States,North America,Business Equipment & Software
Monaco Coach Corp,2,United States,North America,Consumer Durables
Barnes & Noble Inc,9,United States,North America,Wholesale & Retail
Marriott International Inc.,12,United States,North America,Other
Epoch Biosciences Inc,10,United States,North America,Healthcare
Ultratech Inc,3,United States,North America,Manufacturing
Belden Inc,6,United States,North America,Business Equipment & Software
Corrpro Companies Inc.,12,United States,North America,Other
National R.V. Holdings Inc.,2,United States,North America,Consumer Durables
Detroit Diesel Corp,3,United States,North America,Manufacturing
Aladdin Knowledge Systems Ltd,6,Israel,Other,Business Equipment & Software
Koala Corp,1,United States,North America,Consumer Non-Durables
N-Viro International Corp,12,United States,North America,Other
Aqua Care Systems Inc,3,United States,North America,Manufacturing
LodgeNet Interactive Corp,7,United States,North America,Telecommunication
OM Group Inc,3,United States,North America,Manufacturing
Trojan Technologies Inc,3,Canada,North America,Manufacturing
Foamex LP,3,United States,North America,Manufacturing
Aprogenex Inc,10,United States,North America,Healthcare
Boyd Gaming Corp,12,United States,North America,Other
Deckers Outdoor Corp,1,United States,North America,Consumer Non-Durables
InSite Vision Inc,10,United States,North America,Healthcare
iWerks Entertainment Inc,12,United States,North America,Other
Standard Diversified Inc,9,United States,North America,Wholesale & Retail
Harvey Universal Inc,5,United States,North America,Chemicals
Riverview Bancorp Inc,11,United States,North America,Finance
ISCO International Inc.,6,United States,North America,Business Equipment & Software
Acres Gaming Inc,6,United States,North America,Business Equipment & Software
JPE Inc,3,United States,North America,Manufacturing
Madge Networks NV,6,United Kingdom,Europe,Business Equipment & Software
CBL & Associates Properties Inc.,11,United States,North America,Finance
Credence Systems Corp,6,United States,North America,Business Equipment & Software
Palatin Technologies Inc.,10,United States,North America,Healthcare
Mercury Interactive Corp,6,United States,North America,Business Equipment & Software
Malibu Entertainment Worldwide Inc,12,United States,North America,Other
Penederm Inc,10,United States,North America,Healthcare
Adaptive Solutions Inc,6,United States,North America,Business Equipment & Software
Alumax Inc,3,United States,North America,Manufacturing
Incyte Corp,10,United States,North America,Healthcare
Gibraltar Industries Inc,3,United States,North America,Manufacturing
Itron Inc,6,United States,North America,Business Equipment & Software
Purus Inc,12,United States,North America,Other
Applied Science & Technology Inc,3,United States,North America,Manufacturing
Universal Forest Products Inc,12,United States,North America,Other
Mace Security International Inc,6,United States,North America,Business Equipment & Software
goeasy Ltd,11,Canada,North America,Finance
Coflexip SA,12,France,Europe,Other
Viavi Solutions Inc,6,United States,North America,Business Equipment & Software
Progressive Gaming International Corp,12,United States,North America,Other
Axys Pharmaceuticals Inc,10,United States,North America,Healthcare
ATMI Inc,5,United States,North America,Chemicals
Martek Biosciences Corp,10,United States,North America,Healthcare
New York Community Bancorp Inc.,11,United States,North America,Finance
Union Switch & Signal Inc,3,United States,North America,Manufacturing
Elecsys Corp,6,United States,North America,Business Equipment & Software
Tower Tech Inc,3,United States,North America,Manufacturing
Human Genome Sciences Inc,10,United States,North America,Healthcare
Milltronics Ltd,6,Canada,North America,Business Equipment & Software
Daw Technologies Inc,12,United States,North America,Other
Airtouch Communications Inc,7,United States,North America,Telecommunication
Positron Corp,10,United States,North America,Healthcare
ALIMCO FINANCIAL CORPORATION,11,United States,North America,Finance
Alphanet Telecom Inc,7,Canada,North America,Telecommunication
ParkerVision Inc,6,United States,North America,Business Equipment & Software
United Artists Theatre Circuit Inc,12,United States,North America,Other
CLST Holdings Inc,12,United States,North America,Other
Monterey Gourmet Foods Inc,1,United States,North America,Consumer Non-Durables
Symbollon Pharmaceuticals Inc,10,United States,North America,Healthcare
Gateway Inc.,6,United States,North America,Business Equipment & Software
UTI Energy Corp,4,United States,North America,Energy
VERITAS Software Co,6,United States,North America,Business Equipment & Software
Asante Technologies Inc,6,United States,North America,Business Equipment & Software
Camco International Inc,3,United States,North America,Manufacturing
Macromedia Inc.,6,United States,North America,Business Equipment & Software
TriQuint Semiconductor Inc,6,United States,North America,Business Equipment & Software
Agribiotech Inc,9,United States,North America,Wholesale & Retail
Simon Property Group Inc.,11,United States,North America,Finance
SangStat Medical Corp,10,United States,North America,Healthcare
Eastman Chemical Co,5,United States,North America,Chemicals
Active Voice Corp,6,United States,North America,Business Equipment & Software
TerreStar Corp,7,United States,North America,Telecommunication
MOSAID Technologies Inc,6,Canada,North America,Business Equipment & Software
Quickturn Design Systems Inc,6,United States,North America,Business Equipment & Software
Stimsonite Corp,6,United States,North America,Business Equipment & Software
Encad Inc,6,United States,North America,Business Equipment & Software
Planar Systems Inc,6,United States,North America,Business Equipment & Software
Proxim Inc,6,United States,North America,Business Equipment & Software
UFP Technologies Inc,3,United States,North America,Manufacturing
Cheniere Energy Inc.,4,United States,North America,Energy
Gunther International Ltd,6,United States,North America,Business Equipment & Software
Interpore International Inc,10,United States,North America,Healthcare
Theratechnologies Inc,10,Canada,North America,Healthcare
ATS Automation Tooling Systems Inc,3,Canada,North America,Manufacturing
Sola International Inc,10,United States,North America,Healthcare
Republic Bancshares Inc,11,United States,North America,Finance
Cytec Industries Inc.,5,United States,North America,Chemicals
Hain Celestial Group Inc (The),1,United States,North America,Consumer Non-Durables
Celadon Group Inc,12,United States,North America,Other
Hilite Industries Inc,2,United States,North America,Consumer Durables
Mad Catz Interactive Inc.,1,United States,North America,Consumer Non-Durables
Telular Corp,6,United States,North America,Business Equipment & Software
Anchor Gaming,12,United States,North America,Other
Anesta Corp,10,United States,North America,Healthcare
NeXstar Pharmaceuticals,10,United States,North America,Healthcare
MapInfo Corp,6,United States,North America,Business Equipment & Software
IGEN International Inc,11,United States,North America,Finance
Trism Inc,12,United States,North America,Other
Webco Industries Inc.,3,United States,North America,Manufacturing
Consep Inc,9,United States,North America,Wholesale & Retail
Eltron International Inc,6,United States,North America,Business Equipment & Software
Rotary Power International Inc,12,United States,North America,Other
SigmaTron International Inc,6,United States,North America,Business Equipment & Software
Daktronics Inc,2,United States,North America,Consumer Durables
Sonic Solutions,6,United States,North America,Business Equipment & Software
AT Plastics Inc.,5,Canada,North America,Chemicals
Medis El Ltd,10,Israel,Other,Healthcare
DSP Group Inc,6,United States,North America,Business Equipment & Software
Neurobiological Technologies Inc,12,United States,North America,Other
Martin Marietta Materials Inc.,12,United States,North America,Other
Mobile Mini Inc,12,United States,North America,Other
Tractor Supply Co,9,United States,North America,Wholesale & Retail
Live Microsystems Inc,12,United States,North America,Other
Albemarle Corp,5,United States,North America,Chemicals
Finishmaster Inc,9,United States,North America,Wholesale & Retail
Lifestream Technologies Inc.,10,United States,North America,Healthcare
Total Containment Inc,3,United States,North America,Manufacturing
"Arcadis NV, Arnhem",12,Netherlands,Europe,Other
QLogic Corp,6,United States,North America,Business Equipment & Software
Cidco Inc,6,United States,North America,Business Equipment & Software
PHC Inc,10,United States,North America,Healthcare
WestRock Co,3,United States,North America,Manufacturing
BioCryst Pharmaceuticals Inc,10,United States,North America,Healthcare
Western Atlas Inc,4,United States,North America,Energy
Dominion Homes Inc,12,United States,North America,Other
St. Lawrence Energy Corp,10,United States,North America,Healthcare
CMTSU Liquidation Inc,6,United States,North America,Business Equipment & Software
Copart Inc,9,United States,North America,Wholesale & Retail
Revolution Lighting Technologies Inc,2,United States,North America,Consumer Durables
Electronic Designs Inc,6,United States,North America,Business Equipment & Software
Motorcar Parts of America Inc,6,United States,North America,Business Equipment & Software
BioSphere Medical Inc,5,United States,North America,Chemicals
Ralcorp Holdings Inc.,1,United States,North America,Consumer Non-Durables
Applied Digital Access Inc,6,United States,North America,Business Equipment & Software
Bausch Health Cos Inc,10,Canada,North America,Healthcare
Gaming Partners International Corp,2,United States,North America,Consumer Durables
AK Steel Holding Corp,3,United States,North America,Manufacturing
Stantec Inc,12,Canada,North America,Other
Encysive Pharmaceuticals Inc,10,United States,North America,Healthcare
Oryx Technology Corp,3,United States,North America,Manufacturing
Brightpoint Inc,9,United States,North America,Wholesale & Retail
Vivus Inc,10,United States,North America,Healthcare
Turbochef Technologies Inc,3,United States,North America,Manufacturing
MTI Technology Corp,6,United States,North America,Business Equipment & Software
Point Therapeutics Inc,10,United States,North America,Healthcare
LaCrosse Footwear Inc,3,United States,North America,Manufacturing
McWhorter Technologies Inc,5,United States,North America,Chemicals
Numerex Corp.,6,United States,North America,Business Equipment & Software
Silicom Ltd,6,Israel,Other,Business Equipment & Software
Centennial Technologies Inc,6,United States,North America,Business Equipment & Software
Eagle Materials Inc,3,United States,North America,Manufacturing
Dialogic Corp-Old,6,United States,North America,Business Equipment & Software
Cambridge Soundworks Inc,2,United States,North America,Consumer Durables
Interlott Technologies Inc.,3,United States,North America,Manufacturing
Numar Corp,4,United States,North America,Energy
Xcellenet Inc,6,United States,North America,Business Equipment & Software
DT Industries Inc,3,United States,North America,Manufacturing
Educational Insights Inc,1,United States,North America,Consumer Non-Durables
Mills Corp (The),11,United States,North America,Finance
Vermilion Energy Inc,4,Canada,North America,Energy
Vl Dissolution Corp,6,United States,North America,Business Equipment & Software
C-Cube Microsystems Inc,6,United States,North America,Business Equipment & Software
MRO Software Inc,6,United States,North America,Business Equipment & Software
Gardner Denver Holdings Inc,3,United States,North America,Manufacturing
Xechem International Inc,10,United States,North America,Healthcare
MITY Enterprises Inc,3,United States,North America,Manufacturing
RF Power Products Inc,3,United States,North America,Manufacturing
Lehman Brothers Holdings Inc,11,United States,North America,Finance
Nektar Therapeutics,10,United States,North America,Healthcare
Investment Technology Group Inc.,11,United States,North America,Finance
Ride Inc,1,United States,North America,Consumer Non-Durables
International Textile Group Inc,1,United States,North America,Consumer Non-Durables
Flex Ltd,6,Singapore,Asia Pacific,Business Equipment & Software
LXR Biotechnology Inc,10,United States,North America,Healthcare
H.E.R.C Products Inc,9,United States,North America,Wholesale & Retail
Micrion Corp,3,United States,North America,Manufacturing
Bush Boake Allen Inc,5,United States,North America,Chemicals
Fusion Systems Corp,3,United States,North America,Manufacturing
Radica Games Ltd,1,"Hong Kong, SAR China",Asia Pacific,Consumer Non-Durables
Ascend Communications Inc,6,United States,North America,Business Equipment & Software
Derma Sciences Inc,10,United States,North America,Healthcare
Optex Biomedical Inc,10,United States,North America,Healthcare
Prophotonix Ltd,6,United States,North America,Business Equipment & Software
Panda Project Inc,6,United States,North America,Business Equipment & Software
Reko International Group Inc,3,Canada,North America,Manufacturing
Blyth Inc,2,United States,North America,Consumer Durables
Sypris Solutions Inc,2,United States,North America,Consumer Durables
Cabletel Communications Corp.,9,Canada,North America,Wholesale & Retail
Ibis Technology Corp,12,United States,North America,Other
Ampliphi Biosciences Corp,10,United States,North America,Healthcare
Fore Systems Inc,6,United States,North America,Business Equipment & Software
NPS Pharmaceuticals Inc,10,United States,North America,Healthcare
Northfield Laboratories Inc,10,United States,North America,Healthcare
Simpson Manufacturing Co. Inc.,3,United States,North America,Manufacturing
Skyjack Inc,3,Canada,North America,Manufacturing
Tripos Inc,6,United States,North America,Business Equipment & Software
Kenneth Cole Productions Inc.,1,United States,North America,Consumer Non-Durables
La Jolla Pharmaceutical Company,10,United States,North America,Healthcare
Integra Inc,10,United States,North America,Healthcare
Micom Communications Corp,6,United States,North America,Business Equipment & Software
Imax Corp,3,Canada,North America,Manufacturing
Thermolase Corp,5,United States,North America,Chemicals
U S Wireless Corp,7,United States,North America,Telecommunication
St Laurent Paperboard Inc,3,Canada,North America,Manufacturing
Coherent Communications Systems,6,United States,North America,Business Equipment & Software
Guilford Pharmaceuticals Inc,10,United States,North America,Healthcare
Variflex Inc,1,United States,North America,Consumer Non-Durables
Bio-Plexus Inc,10,United States,North America,Healthcare
Fantom Technologies Inc,2,Canada,North America,Consumer Durables
Owen Healthcare Inc,9,United States,North America,Wholesale & Retail
Case Corp,3,United States,North America,Manufacturing
Network Express Inc,6,United States,North America,Business Equipment & Software
FalconStor Software Inc,6,United States,North America,Business Equipment & Software
Vastar Resources Inc,4,United States,North America,Energy
Laboratorio Chile SA,10,Chile,Other,Healthcare
Medisense Inc,10,United States,North America,Healthcare
Rawlings Sporting Goods Inc,1,United States,North America,Consumer Non-Durables
Fresh Del Monte Produce Inc.,1,United States,North America,Consumer Non-Durables
Virbac Corp,10,United States,North America,Healthcare
Wincash Resources Inc,3,United States,North America,Manufacturing
Greenbrier Companies Inc. (The),3,United States,North America,Manufacturing
WCI Steel Inc,3,United States,North America,Manufacturing
Matthews International Corp,1,United States,North America,Consumer Non-Durables
GEO Group Inc (The),11,United States,North America,Finance
Dorsey Trailers Inc,3,United States,North America,Manufacturing
RF Monolithics Inc,6,United States,North America,Business Equipment & Software
Cima Labs Inc,10,United States,North America,Healthcare
Taro Pharmaceutical Industries Ltd,10,Israel,Other,Healthcare
Media Arts Group Inc.,3,United States,North America,Manufacturing
Spectrian Corp,6,United States,North America,Business Equipment & Software
ADTRAN Inc,6,United States,North America,Business Equipment & Software
A.S.V. Inc,3,United States,North America,Manufacturing
PMT Services Inc,12,United States,North America,Other
Energy Focus Inc,2,United States,North America,Consumer Durables
Collins & Aikman Corp,2,United States,North America,Consumer Durables
"Xenova Group PLC, Berkshire",10,United Kingdom,Europe,Healthcare
Wave Systems Corp.,6,United States,North America,Business Equipment & Software
Darling Ingredients Inc,1,United States,North America,Consumer Non-Durables
Incontrol Inc,10,United States,North America,Healthcare
Sirius XM Holdings Inc,7,United States,North America,Telecommunication
Willamette Valley Vineyards Inc,1,United States,North America,Consumer Non-Durables
Reliance Steel & Aluminum Co,9,United States,North America,Wholesale & Retail
ARIAD Pharmaceuticals Inc,10,United States,North America,Healthcare
Geoworks Corp,12,United States,North America,Other
Trend-Lines Inc,9,United States,North America,Wholesale & Retail
Tivoli Industries Inc,2,United States,North America,Consumer Durables
Business Objects SA,6,France,Europe,Business Equipment & Software
Affiliated Computer Services Inc.,6,United States,North America,Business Equipment & Software
Tix Corp,12,United States,North America,Other
Featherlite Inc,3,United States,North America,Manufacturing
Mattson Technology Inc,3,United States,North America,Manufacturing
OncorMed Inc,10,United States,North America,Healthcare
TESSCO Technologies Inc,9,United States,North America,Wholesale & Retail
Metrologic Instruments Inc,6,United States,North America,Business Equipment & Software
Sugen Inc,10,United States,North America,Healthcare
CyberGuard Corp,6,United States,North America,Business Equipment & Software
Orphan Medical Inc,10,United States,North America,Healthcare
PRI Automation Inc,3,United States,North America,Manufacturing
Micro Linear Corp,6,United States,North America,Business Equipment & Software
Fibria Celulose SA,3,Brazil,Other,Manufacturing
Lafarge SA,3,France,Europe,Manufacturing
PT Indosat Tbk,7,Indonesia,Asia Pacific,Telecommunication
Edelbrock Corp,2,United States,North America,Consumer Durables
Learn2.com Inc,6,United States,North America,Business Equipment & Software
Transportadora De Gas Del Sur SA Tgs,8,Argentina,Other,Utilities
Microtek Medical Holdings Inc,3,United States,North America,Manufacturing
Stratasys Ltd,6,United States,North America,Business Equipment & Software
Wescast Industries Inc,2,Canada,North America,Consumer Durables
Cinergy Corp.,8,United States,North America,Utilities
Epic Design Technology Inc,6,United States,North America,Business Equipment & Software
Aspen Technology Inc,6,United States,North America,Business Equipment & Software
Korea Electric Power Corp,8,South Korea,Asia Pacific,Utilities
Hudson Technologies Inc,12,United States,North America,Other
Voxel,10,United States,North America,Healthcare
Chase Industries Inc.,3,United States,North America,Manufacturing
TechnipFMC plc,4,United Kingdom,Europe,Energy
Imaging Diagnostic Systems Inc,10,United States,North America,Healthcare
Astra AB,10,Sweden,Europe,Healthcare
Pinnacle Systems Inc,6,United States,North America,Business Equipment & Software
T-NETIX Inc,7,United States,North America,Telecommunication
Cannondale Corp,2,United States,North America,Consumer Durables
Capital One Financial Corp.,11,United States,North America,Finance
Unitech Industries Inc,6,United States,North America,Business Equipment & Software
John Q. Hammons Hotels Inc.,12,United States,North America,Other
Quality Semiconductor Inc,6,United States,North America,Business Equipment & Software
Florsheim Group Inc,1,United States,North America,Consumer Non-Durables
Interlogix Inc,6,United States,North America,Business Equipment & Software
Ionic Fuel Technology Inc,3,United States,North America,Manufacturing
Bridgeport Machines Inc,3,United States,North America,Manufacturing
Premier Laser Systems,10,United States,North America,Healthcare
Royal Group Technologies Ltd,3,Canada,North America,Manufacturing
Longport Inc,3,United States,North America,Manufacturing
Apollo Education Group Inc,12,United States,North America,Other
STMicroelectronics NV,6,Switzerland,Europe,Business Equipment & Software
Captaris Inc,6,United States,North America,Business Equipment & Software
Micrel Inc.,6,United States,North America,Business Equipment & Software
Regi U S Inc,3,United States,North America,Manufacturing
Guidant Corp.,10,United States,North America,Healthcare
Inverpower Controls Ltd,3,Canada,North America,Manufacturing
RSA Security Inc,6,United States,North America,Business Equipment & Software
Stillwater Mining Co,12,United States,North America,Other
Tower Semiconductor Ltd,6,Israel,Other,Business Equipment & Software
Indigo N V,3,Netherlands,Europe,Manufacturing
Sentry Technology Corp,6,United States,North America,Business Equipment & Software
DiaSys Corp,6,United States,North America,Business Equipment & Software
Imagenetix Inc,10,United States,North America,Healthcare
Demegen Inc,10,United States,North America,Healthcare
EPL Technologies Inc,3,United States,North America,Manufacturing
ProPhase Labs Inc,10,United States,North America,Healthcare
Timeline Inc,6,United States,North America,Business Equipment & Software
SMC Corporation,2,United States,North America,Consumer Durables
Ostex International Inc,10,United States,North America,Healthcare
Neopath Inc,10,United States,North America,Healthcare
Tylan General Inc,6,United States,North America,Business Equipment & Software
Brooks Automation Inc,3,United States,North America,Manufacturing
Congoleum Corp,3,United States,North America,Manufacturing
Semitool Inc,3,United States,North America,Manufacturing
Integrated Silicon Solution Inc,6,United States,North America,Business Equipment & Software
Global Payment Technologies Inc,6,United States,North America,Business Equipment & Software
Information Storage Devices,6,United States,North America,Business Equipment & Software
General Magic Inc,6,United States,North America,Business Equipment & Software
INTL FCStone Inc,11,United States,North America,Finance
Oak Technology Inc,6,United States,North America,Business Equipment & Software
Intelligent Controls Inc,6,United States,North America,Business Equipment & Software
ACI Worldwide Inc,6,United States,North America,Business Equipment & Software
Strattec Security Corp,2,United States,North America,Consumer Durables
Viasoft Inc,6,United States,North America,Business Equipment & Software
Riviana Foods Inc,1,United States,North America,Consumer Non-Durables
Commonwealth Edison Co,8,United States,North America,Utilities
Commonwealth Industries Inc,3,United States,North America,Manufacturing
National Instruments Corp,6,United States,North America,Business Equipment & Software
SDL Inc,6,United States,North America,Business Equipment & Software
Remedy Corp,6,United States,North America,Business Equipment & Software
AmerisourceBergen Corp,9,United States,North America,Wholesale & Retail
Premisys Communications Inc,6,United States,North America,Business Equipment & Software
Tapestry Pharmaceuticals Inc,10,United States,North America,Healthcare
Hello Direct Inc,9,United States,North America,Wholesale & Retail
SSI Investments II Ltd,6,United States,North America,Business Equipment & Software
Diamond Multimedia Systems Inc,6,United States,North America,Business Equipment & Software
General Cable PLC,7,United Kingdom,Europe,Telecommunication
ANADIGICS Inc,6,United States,North America,Business Equipment & Software
VIB Corp,11,United States,North America,Finance
Conmed Healthcare Management Inc,10,United States,North America,Healthcare
Republic Engineered Steels Inc,3,United States,North America,Manufacturing
InKine Pharmaceutical Company Inc,10,United States,North America,Healthcare
Image Sensing Systems Inc,11,United States,North America,Finance
Stormedia Inc,6,United States,North America,Business Equipment & Software
Electropharmacology Inc,10,United States,North America,Healthcare
AG Associates Inc,3,United States,North America,Manufacturing
Opal Inc,3,United States,North America,Manufacturing
Harmonic Inc,6,United States,North America,Business Equipment & Software
Darden Restaurants Inc.,9,United States,North America,Wholesale & Retail
Maxis Inc,6,United States,North America,Business Equipment & Software
Nexgen Inc,6,United States,North America,Business Equipment & Software
Uunet Technologies Inc,6,United States,North America,Business Equipment & Software
Ezenia Inc,6,United States,North America,Business Equipment & Software
FEI Co.,6,United States,North America,Business Equipment & Software
Resmed Inc,10,United States,North America,Healthcare
InteliData Technologies Corp,6,United States,North America,Business Equipment & Software
Starz,7,United States,North America,Telecommunication
Avant Corp,6,United States,North America,Business Equipment & Software
Sinclair Broadcast Group Inc,7,United States,North America,Telecommunication
Socket Mobile Inc,6,United States,North America,Business Equipment & Software
United Air Specialists Inc,3,United States,North America,Manufacturing
Oravax Inc,10,United States,North America,Healthcare
SITEL Corp,12,United States,North America,Other
Teltrend Inc,6,United States,North America,Business Equipment & Software
OSI Specialties Inc,5,United States,North America,Chemicals
TranSwitch Corp,12,United States,North America,Other
McDermott (J Ray) SA,12,United States,North America,Other
Serologicals Corp,10,United States,North America,Healthcare
CML Holdings International LLC,2,United States,North America,Consumer Durables
Glowpoint Inc,6,United States,North America,Business Equipment & Software
Voyager Learning Co,6,United States,North America,Business Equipment & Software
Diversinet Corp,6,Canada,North America,Business Equipment & Software
Clare Inc,6,United States,North America,Business Equipment & Software
DISH Network Corp,7,United States,North America,Telecommunication
HNC Software Inc,6,United States,North America,Business Equipment & Software
Vidamed Inc,10,United States,North America,Healthcare
Spine-Tech Inc,10,United States,North America,Healthcare
Systemax Inc.,9,United States,North America,Wholesale & Retail
Spyglass Inc,6,United States,North America,Business Equipment & Software
Instent Inc,10,United States,North America,Healthcare
Paradigm Technology Inc,6,United States,North America,Business Equipment & Software
Discreet Logic Inc,6,Canada,North America,Business Equipment & Software
Metra Biosystems Inc,10,United States,North America,Healthcare
Seer Technologies Inc,6,United States,North America,Business Equipment & Software
Legato Systems Inc,6,United States,North America,Business Equipment & Software
Wabtec Corp,3,United States,North America,Manufacturing
OnTrak Systems Inc,3,United States,North America,Manufacturing
SunEdison Inc,3,United States,North America,Manufacturing
Acacia Research Corp,11,United States,North America,Finance
Pixtech Inc,6,France,Europe,Business Equipment & Software
Teekay Corp,12,Bermuda,North America,Other
Exogen Inc,10,United States,North America,Healthcare
Integrated Measurement Systems Inc,6,United States,North America,Business Equipment & Software
Minimed Inc,10,United States,North America,Healthcare
Viseon Inc,6,United States,North America,Business Equipment & Software
Astea International Inc,6,United States,North America,Business Equipment & Software
GSE Systems Inc,6,United States,North America,Business Equipment & Software
Tesma International Inc,2,Canada,North America,Consumer Durables
Keravision Inc,10,United States,North America,Healthcare
Telcom Semiconductor Inc,6,United States,North America,Business Equipment & Software
Cybex Computer Products Corp,6,United States,North America,Business Equipment & Software
Palm Harbor Homes Inc,12,United States,North America,Other
Viventia Biotech Inc,10,Canada,North America,Healthcare
Orthometrix Inc,6,United States,North America,Business Equipment & Software
Windtree Therapeutics Inc,10,United States,North America,Healthcare
Netscape Communications Corp,6,United States,North America,Business Equipment & Software
Oakley Inc.,10,United States,North America,Healthcare
Graftech International Ltd,3,United States,North America,Manufacturing
HPR Inc,6,United States,North America,Business Equipment & Software
Sunstone Hotel Investors Inc,11,United States,North America,Finance
Videolan Technologies Inc,6,United States,North America,Business Equipment & Software
Cellegy Pharmaceuticals Inc,10,United States,North America,Healthcare
Vion Pharmaceuticals Inc,10,United States,North America,Healthcare
Cutter & Buck Inc,1,United States,North America,Consumer Non-Durables
Helix BioPharma Corp,10,Canada,North America,Healthcare
Kforce Inc,12,United States,North America,Other
Integra LifeSciences Holdings Corp,10,United States,North America,Healthcare
Loud Technologies Inc,6,United States,North America,Business Equipment & Software
ASML Holding NV,3,Netherlands,Europe,Manufacturing
Fibercore Inc,3,United States,North America,Manufacturing
Euphonix Inc,2,United States,North America,Consumer Durables
Kyzen Corp,5,United States,North America,Chemicals
Trikon Technologies Inc,3,United Kingdom,Europe,Manufacturing
Computational Systems Inc,6,United States,North America,Business Equipment & Software
GlycoGenesys Inc,10,United States,North America,Healthcare
Arch Capital Group Ltd,11,Bermuda,North America,Finance
Pacific Aerospace & Electronics Inc,3,United States,North America,Manufacturing
Smith Micro Software Inc,6,United States,North America,Business Equipment & Software
Mednax Inc,10,United States,North America,Healthcare
General Scanning Inc,3,United States,North America,Manufacturing
Cenveo Inc.,3,United States,North America,Manufacturing
Cray Inc,6,United States,North America,Business Equipment & Software
Accom Inc,3,United States,North America,Manufacturing
CheckFree Corp,12,United States,North America,Other
Novanta Inc,6,United States,North America,Business Equipment & Software
Proliance International Inc,2,United States,North America,Consumer Durables
ZCL Composites Inc,3,Canada,North America,Manufacturing
Baan Co NV,6,Netherlands,Europe,Business Equipment & Software
Bogen Communications International Inc,6,United States,North America,Business Equipment & Software
ESS Technology Inc,6,United States,North America,Business Equipment & Software
LeCroy Corp,6,United States,North America,Business Equipment & Software
Myriad Genetics Inc,10,United States,North America,Healthcare
Verity Inc.,6,United States,North America,Business Equipment & Software
Speedfam-Ipec Inc,3,United States,North America,Manufacturing
Diamond Offshore Drilling Inc.,4,United States,North America,Energy
